"Rank";"Symbol";"Instrument";"Annualized return";"Average return";"Median return";"Pattern Start";"Pattern End";"Cal. Days";"Max Profit";"Max Loss";"No. of Winners";"No. of Trades";"Win Ratio";"Std Dev";"Sharpe Ratio";
"145";"INTC";"Intel Corporation";"+85.99%";"+3.95%";"+5.56%";"24 Mar";"16 Apr";"23";"+16.01%";"-9.65%";"7";"10";"70%";"7.05%";"2.50";
"146";"RTX";"Raytheon Technologies Corp";"+104.58%";"+4.77%";"+4.13%";"24 Mar";"17 Apr";"24";"+21.01%";"-3.20%";"8";"10";"80%";"6.37%";"2.83";
"147";"IQV";"IQVIA Holdings Inc";"+111.42%";"+6.30%";"+3.23%";"24 Mar";"23 Apr";"30";"+31.74%";"-3.59%";"6";"10";"60%";"11.55%";"3.33";
"148";"CHD";"Church & Dwight Co., Inc";"+104.78%";"+4.58%";"+4.03%";"24 Mar";"16 Apr";"23";"+15.78%";"+0.24%";"10";"10";"100%";"4.39%";"5.29";
"149";"DTE";"DTE Energy Company";"+106.63%";"+4.63%";"+3.90%";"24 Mar";"16 Apr";"23";"+17.40%";"-1.84%";"8";"10";"80%";"5.39%";"3.89";
"150";"XOM";"Exxon Mobil Corporation";"+100.65%";"+5.64%";"+3.98%";"24 Mar";"22 Apr";"29";"+18.88%";"-1.90%";"8";"10";"80%";"6.05%";"3.58";
"151";"XEL";"Xcel Energy Inc";"+98.99%";"+4.39%";"+4.38%";"24 Mar";"16 Apr";"23";"+20.72%";"-3.87%";"7";"10";"70%";"6.60%";"4.08";
"152";"MPC";"Marathon Petroleum Corporation";"+125.66%";"+6.63%";"+2.08%";"24 Mar";"22 Apr";"29";"+41.09%";"-2.09%";"8";"10";"80%";"11.32%";"2.49";
"153";"MET";"MetLife, Inc";"+100.15%";"+4.82%";"+4.20%";"24 Mar";"18 Apr";"25";"+17.89%";"-4.41%";"7";"10";"70%";"6.73%";"2.81";
"154";"LLY";"Eli Lilly and Company";"+106.24%";"+4.42%";"+3.69%";"24 Mar";"15 Apr";"22";"+23.02%";"-4.46%";"7";"10";"70%";"7.55%";"4.31";
"155";"SYK";"Stryker Corporation";"+92.72%";"+5.50%";"+4.35%";"24 Mar";"23 Apr";"30";"+27.68%";"-3.95%";"7";"10";"70%";"8.95%";"2.70";
"156";"NOC";"Northrop Grumman Corporation";"+112.43%";"+5.03%";"+3.21%";"24 Mar";"17 Apr";"24";"+26.67%";"-1.19%";"8";"10";"80%";"7.39%";"4.66";
"157";"IRM";"Iron Mountain Incorporated";"+73.57%";"+4.44%";"+5.97%";"24 Mar";"22 Apr";"29";"+10.72%";"-3.78%";"8";"10";"80%";"4.64%";"2.65";
"158";"MCO";"Moody's Corporation";"+90.73%";"+5.41%";"+4.49%";"24 Mar";"23 Apr";"30";"+22.61%";"-1.21%";"7";"10";"70%";"6.60%";"3.19";
"159";"DLR";"Digital Realty Trust, Inc";"+95.93%";"+5.64%";"+4.05%";"24 Mar";"23 Apr";"30";"+27.25%";"-1.38%";"7";"10";"70%";"7.78%";"3.29";
"160";"DUK";"Duke Energy Corporation";"+107.88%";"+4.67%";"+3.48%";"24 Mar";"16 Apr";"23";"+22.50%";"-1.85%";"8";"10";"80%";"6.37%";"4.20";
"161";"AWK";"American Water Works Company, Inc";"+86.67%";"+5.22%";"+4.73%";"24 Mar";"23 Apr";"30";"+19.94%";"-1.77%";"9";"10";"90%";"5.79%";"3.22";
"162";"EQIX";"Equinix, Inc. (REIT)";"+91.73%";"+5.45%";"+4.35%";"24 Mar";"23 Apr";"30";"+25.57%";"-0.65%";"8";"10";"80%";"7.04%";"3.40";
"163";"ALL";"The Allstate Corporation";"+116.78%";"+5.62%";"+2.72%";"24 Mar";"19 Apr";"26";"+31.83%";"-1.53%";"8";"10";"80%";"9.00%";"4.35";
"164";"FLT";"FleetCor Technologies, Inc";"+72.83%";"+4.57%";"+5.80%";"24 Mar";"23 Apr";"30";"+14.80%";"-4.25%";"8";"10";"80%";"5.60%";"2.08";
"165";"LHX";"L3Harris Technologies, Inc";"+113.33%";"+4.84%";"+2.96%";"24 Mar";"16 Apr";"23";"+22.31%";"-1.68%";"7";"10";"70%";"6.94%";"4.31";
"166";"HSIC";"Henry Schein, Inc";"+82.41%";"+5.03%";"+4.97%";"24 Mar";"23 Apr";"30";"+13.04%";"-1.42%";"8";"10";"80%";"5.44%";"3.03";
"167";"O";"Realty Income Corporation";"+98.82%";"+2.82%";"+3.17%";"24 Mar";"08 Apr";"15";"+8.44%";"-3.48%";"8";"10";"80%";"3.30%";"2.79";
"168";"BG";"Bunge Limited";"+107.22%";"+4.86%";"+3.30%";"24 Mar";"17 Apr";"24";"+14.54%";"-3.92%";"9";"10";"90%";"5.49%";"3.47";
"169";"WY";"Weyerhaeuser Company";"+77.73%";"+4.80%";"+5.21%";"24 Mar";"23 Apr";"30";"+12.98%";"-7.11%";"8";"10";"80%";"6.25%";"2.46";
"171";"HRL";"Hormel Foods Corporation";"+85.98%";"+1.68%";"+2.16%";"24 Mar";"03 Apr";"10";"+7.87%";"-4.86%";"7";"10";"70%";"3.36%";"3.17";
"172";"CAH";"Cardinal Health, Inc";"+116.40%";"+4.72%";"+2.54%";"24 Mar";"15 Apr";"22";"+16.15%";"-3.76%";"8";"10";"80%";"6.44%";"3.90";
"173";"AES";"The AES Corporation";"+112.28%";"+3.95%";"+2.69%";"24 Mar";"12 Apr";"19";"+13.96%";"-3.54%";"8";"10";"80%";"5.48%";"3.71";
"174";"CNP";"CenterPoint Energy, Inc";"+108.78%";"+4.70%";"+3.13%";"24 Mar";"16 Apr";"23";"+15.85%";"-2.11%";"9";"10";"90%";"5.56%";"3.12";
"175";"NTAP";"NetApp, Inc";"+82.79%";"+3.84%";"+5.05%";"24 Mar";"16 Apr";"23";"+16.43%";"-11.21%";"6";"10";"60%";"9.21%";"2.32";
"176";"ES";"Eversource Energy";"+97.83%";"+4.35%";"+3.87%";"24 Mar";"16 Apr";"23";"+25.69%";"-2.26%";"7";"10";"70%";"7.48%";"3.35";
"177";"REG";"Regency Centers Corporation";"+96.09%";"+2.96%";"+3.31%";"24 Mar";"09 Apr";"16";"+11.84%";"-3.58%";"8";"10";"80%";"3.93%";"2.57";
"178";"IDXX";"IDEXX Laboratories, Inc";"+88.15%";"+5.29%";"+4.11%";"24 Mar";"23 Apr";"30";"+30.94%";"-12.61%";"8";"10";"80%";"11.35%";"3.20";
"179";"DISH";"DISH Network Corporation";"+97.32%";"+2.98%";"+3.22%";"24 Mar";"09 Apr";"16";"+11.23%";"-9.41%";"8";"10";"80%";"5.89%";"2.40";
"180";"KMX";"CarMax, Inc";"+93.99%";"+5.55%";"+3.60%";"24 Mar";"23 Apr";"30";"+25.51%";"-8.99%";"8";"10";"80%";"11.44%";"1.94";
"181";"XYL";"Xylem Inc";"+73.67%";"+4.45%";"+5.30%";"24 Mar";"22 Apr";"29";"+11.58%";"-1.93%";"8";"10";"80%";"4.28%";"2.59";
"182";"AVB";"AvalonBay Communities, Inc";"+109.83%";"+4.74%";"+2.76%";"24 Mar";"16 Apr";"23";"+27.78%";"-5.57%";"8";"10";"80%";"8.57%";"3.36";
"183";"LH";"Laboratory Corporation of America Holdin";"+94.22%";"+5.57%";"+3.55%";"24 Mar";"23 Apr";"30";"+35.58%";"-2.70%";"7";"10";"70%";"10.06%";"2.86";
"184";"ED";"Consolidated Edison, Inc";"+114.27%";"+4.87%";"+2.37%";"24 Mar";"16 Apr";"23";"+25.39%";"-1.74%";"9";"10";"90%";"7.37%";"5.18";
"185";"PSX";"Phillips 66";"+93.19%";"+5.33%";"+3.66%";"24 Mar";"22 Apr";"29";"+27.64%";"-8.63%";"8";"10";"80%";"9.51%";"2.42";
"186";"EIX";"Edison International";"+115.25%";"+3.81%";"+1.86%";"24 Mar";"11 Apr";"18";"+19.26%";"-1.68%";"7";"10";"70%";"5.92%";"3.91";
"187";"NSC";"Norfolk Southern Corporation";"+64.63%";"+4.15%";"+5.80%";"24 Mar";"23 Apr";"30";"+12.16%";"-7.09%";"8";"10";"80%";"6.09%";"2.19";
"188";"SYY";"Sysco Corporation";"+103.05%";"+5.95%";"+2.67%";"24 Mar";"23 Apr";"30";"+29.02%";"+0.03%";"10";"10";"100%";"7.96%";"2.60";
"189";"TSN";"Tyson Foods, Inc";"+72.67%";"+3.78%";"+5.36%";"24 Mar";"18 Apr";"25";"+10.14%";"-3.84%";"7";"10";"70%";"4.71%";"2.96";
"190";"PKG";"Packaging Corporation of America";"+72.55%";"+3.93%";"+5.23%";"24 Mar";"19 Apr";"26";"+8.65%";"-3.81%";"8";"10";"80%";"4.42%";"2.47";
"191";"ALGN";"Align Technology, Inc";"+105.19%";"+4.80%";"+2.74%";"24 Mar";"17 Apr";"24";"+19.27%";"-6.96%";"8";"10";"80%";"8.50%";"2.41";
"192";"ATO";"Atmos Energy Corporation";"+94.93%";"+4.25%";"+3.53%";"24 Mar";"16 Apr";"23";"+18.63%";"-2.68%";"8";"10";"80%";"5.85%";"3.65";
"193";"MOH";"Molina Healthcare, Inc";"+75.72%";"+4.71%";"+4.67%";"24 Mar";"23 Apr";"30";"+41.82%";"-14.06%";"6";"10";"60%";"14.12%";"1.83";
"194";"ENPH";"Enphase Energy, Inc";"+60.09%";"+3.78%";"+5.97%";"24 Mar";"22 Apr";"29";"+16.29%";"-22.35%";"8";"10";"80%";"12.23%";"0.89";
"195";"LIN";"Linde plc";"+80.49%";"+4.26%";"+4.48%";"24 Mar";"19 Apr";"26";"+12.25%";"+0.03%";"10";"10";"100%";"3.69%";"3.25";
"196";"SBAC";"SBA Communications Corporation";"+94.30%";"+5.38%";"+3.15%";"24 Mar";"22 Apr";"29";"+26.55%";"-4.39%";"8";"10";"80%";"8.20%";"3.19";
"197";"SPGI";"S&P Global Inc";"+94.97%";"+4.83%";"+3.31%";"24 Mar";"19 Apr";"26";"+27.67%";"-3.02%";"8";"10";"80%";"8.06%";"3.60";
"198";"RMD";"ResMed Inc";"+93.20%";"+4.76%";"+3.41%";"24 Mar";"19 Apr";"26";"+21.63%";"-3.45%";"7";"10";"70%";"6.95%";"3.41";
"199";"ZBH";"Zimmer Biomet Holdings, Inc";"+98.27%";"+5.74%";"+2.76%";"24 Mar";"23 Apr";"30";"+21.27%";"-2.84%";"8";"10";"80%";"7.15%";"3.09";
"200";"AON";"Aon plc";"+85.20%";"+3.92%";"+4.08%";"24 Mar";"16 Apr";"23";"+12.17%";"-2.23%";"8";"10";"80%";"4.04%";"3.11";
"201";"K";"Kellogg Company";"+96.82%";"+4.51%";"+3.12%";"24 Mar";"17 Apr";"24";"+15.55%";"-0.95%";"8";"10";"80%";"4.82%";"5.10";
"202";"ETR";"Entergy Corporation";"+92.12%";"+4.16%";"+3.48%";"24 Mar";"16 Apr";"23";"+12.54%";"-3.29%";"8";"10";"80%";"5.66%";"2.96";
"203";"ECL";"Ecolab Inc";"+79.13%";"+4.87%";"+4.14%";"24 Mar";"23 Apr";"30";"+14.43%";"-2.69%";"8";"10";"80%";"5.01%";"3.13";
"204";"WMT";"Walmart Inc";"+68.11%";"+4.33%";"+5.05%";"24 Mar";"23 Apr";"30";"+11.74%";"-4.66%";"8";"10";"80%";"5.07%";"3.51";
"205";"PCAR";"PACCAR Inc";"+65.39%";"+4.05%";"+5.34%";"24 Mar";"22 Apr";"29";"+16.04%";"-3.66%";"8";"10";"80%";"5.28%";"2.70";
"206";"MDLZ";"Mondelez International, Inc";"+98.65%";"+4.97%";"+2.84%";"24 Mar";"19 Apr";"26";"+15.32%";"-0.24%";"9";"10";"90%";"4.54%";"4.93";
"207";"GD";"General Dynamics Corporation";"+92.91%";"+4.56%";"+3.32%";"24 Mar";"18 Apr";"25";"+19.40%";"-0.91%";"9";"10";"90%";"5.41%";"3.76";
"208";"LNT";"Alliant Energy Corporation";"+84.01%";"+3.88%";"+3.97%";"24 Mar";"16 Apr";"23";"+17.67%";"-3.13%";"7";"10";"70%";"5.57%";"3.09";
"209";"JNJ";"Johnson & Johnson";"+84.46%";"+5.12%";"+3.60%";"24 Mar";"23 Apr";"30";"+30.48%";"-2.06%";"7";"10";"70%";"8.57%";"3.91";
"210";"TGT";"Target Corporation";"+87.70%";"+4.37%";"+3.58%";"24 Mar";"18 Apr";"25";"+10.82%";"-1.30%";"9";"10";"90%";"4.14%";"3.09";
"211";"WRB";"W. R. Berkley Corporation";"+81.04%";"+4.28%";"+4.03%";"24 Mar";"19 Apr";"26";"+14.86%";"-2.85%";"8";"10";"80%";"4.74%";"3.34";
"212";"LEN";"Lennar Corporation";"+96.16%";"+2.77%";"+2.14%";"24 Mar";"08 Apr";"15";"+21.80%";"-10.68%";"8";"10";"80%";"8.00%";"1.81";
"213";"TSCO";"Tractor Supply Company";"+57.17%";"+3.76%";"+5.73%";"24 Mar";"23 Apr";"30";"+18.82%";"-10.02%";"7";"10";"70%";"9.53%";"1.72";
"214";"FAST";"Fastenal Company";"+76.41%";"+1.53%";"+2.02%";"24 Mar";"03 Apr";"10";"+6.66%";"-3.13%";"6";"10";"60%";"3.94%";"2.80";
"215";"STT";"State Street Corporation";"+104.21%";"+3.74%";"+2.06%";"24 Mar";"12 Apr";"19";"+23.62%";"-7.87%";"7";"10";"70%";"9.34%";"3.60";
"216";"ZTS";"Zoetis Inc";"+85.12%";"+5.15%";"+3.31%";"24 Mar";"23 Apr";"30";"+19.35%";"-4.72%";"9";"10";"90%";"6.67%";"3.10";
"217";"ROST";"Ross Stores, Inc";"+110.49%";"+4.76%";"+1.72%";"24 Mar";"16 Apr";"23";"+21.81%";"-5.32%";"7";"10";"70%";"9.08%";"2.88";
"218";"TER";"Teradyne, Inc";"+88.47%";"+1.72%";"+0.56%";"24 Mar";"03 Apr";"10";"+18.46%";"-7.15%";"7";"10";"70%";"7.41%";"2.19";
"219";"APD";"Air Products and Chemicals, Inc";"+67.84%";"+4.32%";"+4.64%";"24 Mar";"23 Apr";"30";"+10.27%";"-0.79%";"8";"10";"80%";"3.68%";"2.71";
"220";"VFC";"V.F. Corporation";"+84.75%";"+4.43%";"+3.46%";"24 Mar";"19 Apr";"26";"+12.77%";"-2.96%";"8";"10";"80%";"5.45%";"2.26";
"221";"GL";"Globe Life Inc";"+84.56%";"+4.42%";"+3.47%";"24 Mar";"19 Apr";"26";"+15.96%";"-2.20%";"8";"10";"80%";"4.95%";"2.78";
"222";"VMC";"Vulcan Materials Company";"+85.95%";"+4.48%";"+3.36%";"24 Mar";"19 Apr";"26";"+26.40%";"-3.96%";"7";"10";"70%";"8.22%";"2.71";
"223";"AFL";"Aflac Incorporated";"+97.55%";"+4.93%";"+2.39%";"24 Mar";"19 Apr";"26";"+24.18%";"-1.94%";"8";"10";"80%";"6.91%";"2.70";
"224";"BR";"Broadridge Financial Solutions, Inc";"+89.98%";"+5.38%";"+2.69%";"24 Mar";"23 Apr";"30";"+16.26%";"-0.58%";"9";"10";"90%";"5.60%";"3.76";
"225";"CMG";"Chipotle Mexican Grill, Inc";"+84.28%";"+4.24%";"+3.47%";"24 Mar";"18 Apr";"25";"+21.79%";"-13.93%";"8";"10";"80%";"9.77%";"2.53";
"226";"PEP";"PepsiCo, Inc";"+90.00%";"+4.09%";"+3.01%";"24 Mar";"16 Apr";"23";"+19.15%";"+0.62%";"10";"10";"100%";"5.00%";"4.48";
"227";"ALB";"Albemarle Corporation";"+69.41%";"+3.64%";"+4.51%";"24 Mar";"18 Apr";"25";"+13.83%";"-5.75%";"8";"10";"80%";"5.42%";"1.78";
"228";"EVRG";"Evergy, Inc";"+84.11%";"+4.23%";"+3.29%";"24 Mar";"18 Apr";"25";"+16.58%";"-2.13%";"8";"10";"80%";"5.17%";"2.72";
"229";"J";"Jacobs Engineering Group Inc";"+80.29%";"+4.76%";"+3.33%";"24 Mar";"22 Apr";"29";"+14.42%";"+0.98%";"10";"10";"100%";"4.22%";"2.95";
"230";"WEC";"WEC Energy Group, Inc";"+90.68%";"+4.11%";"+2.79%";"24 Mar";"16 Apr";"23";"+23.38%";"-3.87%";"7";"10";"70%";"7.06%";"3.43";
"231";"GS";"The Goldman Sachs Group, Inc";"+74.91%";"+3.55%";"+4.05%";"24 Mar";"16 Apr";"23";"+15.26%";"-5.13%";"7";"10";"70%";"5.75%";"2.56";
"232";"ORCL";"Oracle Corporation";"+95.40%";"+4.46%";"+2.40%";"24 Mar";"17 Apr";"24";"+18.35%";"-4.52%";"7";"10";"70%";"7.09%";"3.98";
"233";"IVZ";"Invesco Ltd";"+88.60%";"+4.40%";"+2.88%";"24 Mar";"18 Apr";"25";"+15.68%";"-3.17%";"6";"10";"60%";"7.50%";"2.20";
"234";"DLTR";"Dollar Tree, Inc";"+69.03%";"+3.48%";"+4.49%";"24 Mar";"17 Apr";"24";"+9.68%";"-4.45%";"8";"10";"80%";"4.24%";"2.45";
"235";"MCD";"McDonald's Corporation";"+68.23%";"+4.34%";"+4.24%";"24 Mar";"23 Apr";"30";"+12.41%";"-2.38%";"9";"10";"90%";"3.86%";"3.30";
"236";"SRE";"Sempra Energy";"+98.54%";"+4.57%";"+2.13%";"24 Mar";"17 Apr";"24";"+19.62%";"-3.27%";"8";"10";"80%";"6.13%";"3.20";
"237";"MAS";"Masco Corporation";"+80.96%";"+4.79%";"+3.20%";"24 Mar";"22 Apr";"29";"+24.13%";"-3.76%";"8";"10";"80%";"7.66%";"2.80";
"238";"GPC";"Genuine Parts Company";"+85.57%";"+3.93%";"+3.10%";"24 Mar";"16 Apr";"23";"+20.84%";"-2.95%";"8";"10";"80%";"6.23%";"2.59";
"239";"HPQ";"HP Inc";"+86.91%";"+4.16%";"+2.96%";"24 Mar";"17 Apr";"24";"+14.74%";"-2.34%";"7";"10";"70%";"5.56%";"1.93";
"240";"CDNS";"Cadence Design Systems, Inc";"+69.42%";"+4.40%";"+4.05%";"24 Mar";"23 Apr";"30";"+26.03%";"-6.80%";"7";"10";"70%";"9.23%";"2.15";
"241";"DOV";"Dover Corporation";"+67.94%";"+3.73%";"+4.40%";"24 Mar";"19 Apr";"26";"+15.03%";"-3.82%";"8";"10";"80%";"5.22%";"2.26";
"242";"IPG";"The Interpublic Group of Companies, Inc";"+68.42%";"+3.31%";"+4.43%";"24 Mar";"16 Apr";"23";"+10.64%";"-4.40%";"7";"10";"70%";"5.66%";"1.88";
"243";"VLO";"Valero Energy Corporation";"+97.05%";"+4.32%";"+2.16%";"24 Mar";"16 Apr";"23";"+29.87%";"-7.79%";"6";"10";"60%";"10.77%";"1.95";
"244";"BKNG";"Booking Holdings Inc";"+88.94%";"+4.23%";"+2.77%";"24 Mar";"17 Apr";"24";"+16.78%";"-2.77%";"8";"10";"80%";"5.83%";"2.57";
"245";"MCK";"McKesson Corporation";"+73.68%";"+3.51%";"+3.84%";"24 Mar";"16 Apr";"23";"+10.62%";"-4.25%";"7";"10";"70%";"4.85%";"2.46";
"246";"WDC";"Western Digital Corporation";"+71.80%";"+2.52%";"+3.79%";"24 Mar";"10 Apr";"17";"+12.21%";"-7.12%";"6";"10";"60%";"7.35%";"1.60";
"247";"HOLX";"Hologic, Inc";"+89.01%";"+5.33%";"+2.28%";"24 Mar";"23 Apr";"30";"+44.34%";"-5.45%";"7";"10";"70%";"12.88%";"3.05";
"248";"EL";"The Estée Lauder Companies Inc";"+63.84%";"+3.41%";"+4.60%";"24 Mar";"18 Apr";"25";"+8.49%";"-4.54%";"8";"10";"80%";"4.17%";"2.41";
"249";"ESS";"Essex Property Trust, Inc";"+95.90%";"+4.29%";"+2.06%";"24 Mar";"16 Apr";"23";"+32.06%";"-5.49%";"8";"10";"80%";"9.57%";"2.76";
"250";"DHI";"D.R. Horton, Inc";"+77.91%";"+4.81%";"+3.14%";"24 Mar";"23 Apr";"30";"+19.12%";"-5.89%";"6";"10";"60%";"9.04%";"1.89";
"251";"DFS";"Discover Financial Services";"+84.03%";"+5.10%";"+2.60%";"24 Mar";"23 Apr";"30";"+14.49%";"-2.70%";"8";"10";"80%";"5.99%";"1.89";
"252";"FRT";"Federal Realty Investment Trust";"+84.65%";"+2.52%";"+2.30%";"24 Mar";"08 Apr";"15";"+5.67%";"-1.41%";"8";"10";"80%";"2.34%";"2.75";
"253";"NTRS";"Northern Trust Corporation";"+54.30%";"+3.60%";"+5.10%";"24 Mar";"23 Apr";"30";"+10.25%";"-9.29%";"8";"10";"80%";"7.16%";"1.96";
"254";"JBHT";"J.B. Hunt Transport Services, Inc";"+54.08%";"+2.61%";"+5.42%";"24 Mar";"15 Apr";"22";"+17.26%";"-17.75%";"6";"10";"60%";"9.77%";"1.65";
"255";"BF-B";"Brown-Forman Corporation";"+92.56%";"+4.74%";"+2.16%";"24 Mar";"19 Apr";"26";"+25.51%";"-1.83%";"9";"10";"90%";"7.23%";"3.92";
"256";"SO";"The Southern Company";"+66.59%";"+4.25%";"+3.98%";"24 Mar";"23 Apr";"30";"+15.82%";"-3.20%";"7";"10";"70%";"5.53%";"2.35";
"257";"CMI";"Cummins Inc";"+66.79%";"+3.53%";"+4.17%";"24 Mar";"18 Apr";"25";"+17.36%";"-5.99%";"7";"10";"70%";"6.81%";"2.59";
"258";"MDT";"Medtronic plc";"+83.44%";"+5.07%";"+2.47%";"24 Mar";"23 Apr";"30";"+20.01%";"-6.09%";"8";"10";"80%";"7.78%";"2.94";
"259";"FITB";"Fifth Third Bancorp";"+54.37%";"+3.61%";"+4.93%";"24 Mar";"23 Apr";"30";"+18.87%";"-14.82%";"7";"10";"70%";"10.86%";"1.19";
"260";"URI";"United Rentals, Inc";"+91.59%";"+4.33%";"+2.14%";"24 Mar";"17 Apr";"24";"+21.29%";"-5.41%";"7";"10";"70%";"7.71%";"2.04";
"261";"KMB";"Kimberly-Clark Corporation";"+62.48%";"+3.76%";"+4.28%";"24 Mar";"21 Apr";"28";"+18.82%";"-6.67%";"7";"10";"70%";"6.90%";"2.93";
"262";"TTWO";"Take-Two Interactive Software, Inc";"+63.97%";"+1.06%";"+0.99%";"24 Mar";"01 Apr";"8";"+7.96%";"-6.96%";"7";"10";"70%";"4.29%";"1.88";
"263";"APTV";"Aptiv PLC";"+67.45%";"+4.30%";"+3.69%";"24 Mar";"23 Apr";"30";"+22.64%";"-9.39%";"8";"10";"80%";"8.54%";"1.61";
"264";"HSY";"The Hershey Company";"+77.57%";"+3.65%";"+3.15%";"24 Mar";"16 Apr";"23";"+19.30%";"-2.94%";"8";"10";"80%";"5.83%";"4.06";
"265";"PG";"The Procter & Gamble Company";"+79.75%";"+3.73%";"+2.96%";"24 Mar";"16 Apr";"23";"+17.65%";"-0.50%";"8";"10";"80%";"4.85%";"4.14";
"266";"IEX";"IDEX Corporation";"+89.70%";"+5.18%";"+1.89%";"24 Mar";"22 Apr";"29";"+26.39%";"-1.79%";"7";"10";"70%";"8.25%";"3.79";
"267";"ARE";"Alexandria Real Estate Equities, Inc";"+69.31%";"+3.64%";"+3.69%";"24 Mar";"18 Apr";"25";"+17.43%";"-7.29%";"8";"10";"80%";"6.24%";"2.48";
"268";"DPZ";"Domino's Pizza, Inc";"+57.36%";"+3.77%";"+4.38%";"24 Mar";"23 Apr";"30";"+11.40%";"-3.83%";"7";"10";"70%";"4.90%";"1.91";
"269";"ABBV";"AbbVie Inc";"+79.12%";"+4.87%";"+2.52%";"24 Mar";"23 Apr";"30";"+23.37%";"-1.65%";"6";"10";"60%";"7.56%";"2.98";
"270";"CNC";"Centene Corporation";"+75.73%";"+4.71%";"+2.81%";"24 Mar";"23 Apr";"30";"+42.09%";"-11.81%";"8";"10";"80%";"12.88%";"1.87";
"271";"AIG";"American International Group, Inc";"+68.08%";"+3.59%";"+3.72%";"24 Mar";"18 Apr";"25";"+10.82%";"-2.27%";"9";"10";"90%";"3.68%";"1.80";
"272";"ORLY";"O'Reilly Automotive, Inc";"+82.49%";"+5.03%";"+2.21%";"24 Mar";"23 Apr";"30";"+35.15%";"-9.30%";"7";"10";"70%";"11.20%";"2.65";
"273";"MMC";"Marsh & McLennan Companies, Inc";"+68.65%";"+3.76%";"+3.57%";"24 Mar";"19 Apr";"26";"+10.73%";"-2.12%";"7";"10";"70%";"4.49%";"2.95";
"274";"NWL";"Newell Brands Inc";"+88.50%";"+2.78%";"+1.52%";"24 Mar";"09 Apr";"16";"+13.56%";"-2.07%";"7";"10";"70%";"4.76%";"2.61";
"275";"AEP";"American Electric Power Company, Inc";"+74.47%";"+3.54%";"+3.00%";"24 Mar";"16 Apr";"23";"+16.66%";"-2.66%";"7";"10";"70%";"5.47%";"2.59";
"276";"MA";"Mastercard Incorporated";"+51.28%";"+3.43%";"+4.63%";"24 Mar";"23 Apr";"30";"+8.09%";"-5.06%";"8";"10";"80%";"4.21%";"1.58";
"277";"UHS";"Universal Health Services, Inc";"+82.67%";"+5.04%";"+1.97%";"24 Mar";"23 Apr";"30";"+29.48%";"-5.19%";"6";"10";"60%";"9.98%";"1.91";
"278";"NI";"NiSource Inc";"+74.24%";"+3.84%";"+2.91%";"24 Mar";"18 Apr";"25";"+16.13%";"-3.77%";"9";"10";"90%";"5.05%";"2.65";
"279";"BIO";"Bio-Rad Laboratories, Inc";"+70.32%";"+3.68%";"+3.19%";"24 Mar";"18 Apr";"25";"+23.84%";"-4.47%";"7";"10";"70%";"8.42%";"2.34";
"280";"WRK";"WestRock Company";"+89.26%";"+3.34%";"+1.60%";"24 Mar";"12 Apr";"19";"+23.63%";"-4.90%";"6";"10";"60%";"8.35%";"2.50";
"281";"DRI";"Darden Restaurants, Inc";"+71.15%";"+4.48%";"+2.79%";"24 Mar";"23 Apr";"30";"+24.09%";"-4.83%";"6";"10";"60%";"8.37%";"1.60";
"282";"PH";"Parker-Hannifin Corporation";"+78.45%";"+4.01%";"+2.48%";"24 Mar";"18 Apr";"25";"+16.31%";"-6.16%";"8";"10";"80%";"6.79%";"1.97";
"283";"COF";"Capital One Financial Corporation";"+68.96%";"+4.37%";"+2.95%";"24 Mar";"23 Apr";"30";"+11.13%";"-0.37%";"9";"10";"90%";"3.82%";"1.69";
"284";"DVA";"DaVita Inc";"+72.58%";"+3.31%";"+2.99%";"24 Mar";"15 Apr";"22";"+11.09%";"-3.76%";"7";"10";"70%";"4.71%";"2.57";
"285";"KIM";"Kimco Realty Corporation";"+71.06%";"+2.35%";"+2.75%";"24 Mar";"09 Apr";"16";"+6.55%";"-4.97%";"8";"10";"80%";"3.67%";"1.58";
"286";"RL";"Ralph Lauren Corporation";"+63.78%";"+2.02%";"+3.24%";"24 Mar";"08 Apr";"15";"+10.71%";"-9.66%";"7";"10";"70%";"6.28%";"1.37";
"287";"ITW";"Illinois Tool Works Inc";"+62.69%";"+3.91%";"+3.49%";"24 Mar";"22 Apr";"29";"+13.81%";"-2.94%";"7";"10";"70%";"5.57%";"2.48";
"288";"TMO";"Thermo Fisher Scientific Inc";"+70.06%";"+3.07%";"+3.12%";"24 Mar";"14 Apr";"21";"+15.72%";"-3.52%";"6";"10";"60%";"5.45%";"2.59";
"289";"FE";"FirstEnergy Corp";"+83.13%";"+3.85%";"+2.03%";"24 Mar";"16 Apr";"23";"+26.44%";"-3.34%";"7";"10";"70%";"7.88%";"2.95";
"290";"KLAC";"KLA-Tencor Corporation";"+66.74%";"+1.38%";"+1.34%";"24 Mar";"03 Apr";"10";"+19.20%";"-7.67%";"7";"10";"70%";"7.64%";"1.50";
"291";"WM";"Waste Management, Inc";"+74.09%";"+2.27%";"+2.23%";"24 Mar";"08 Apr";"15";"+6.52%";"-2.44%";"6";"10";"60%";"3.16%";"3.28";
"292";"RSG";"Republic Services, Inc";"+77.32%";"+2.35%";"+1.92%";"24 Mar";"08 Apr";"15";"+10.02%";"-3.00%";"8";"10";"80%";"3.59%";"3.39";
